"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 17 20:21:40 GMT 2024","Sat Aug 17 20:21:42 GMT 2024","2228","","GX3-124: Another","","","","GX3-124 TC1: Other Test Case Example",""
